station_id,year_month,NO2_sat
pt_36,2024_04,16.997797
pt_37,2024_04,16.997797
pt_38,2024_04,16.997797
pt_39,2024_04,16.997797
pt_40,2024_04,16.997797
pt_41,2024_04,16.997797
pt_42,2024_04,16.997797
pt_43,2024_04,16.997797
pt_44,2024_04,16.997797
pt_45,2024_04,16.997797
pt_46,2024_04,16.997797
pt_47,2024_04,16.997797
pt_48,2024_04,16.997797
pt_49,2024_04,16.997797
pt_50,2024_04,16.997797
pt_51,2024_04,16.997797
pt_52,2024_04,16.997797
pt_53,2024_04,16.997797
pt_54,2024_04,16.997797
pt_55,2024_04,16.997797
pt_56,2024_04,16.997797
pt_57,2024_04,16.997797
pt_58,2024_04,16.997797
pt_59,2024_04,16.997797
pt_60,2024_04,16.997797
pt_61,2024_04,16.997797
pt_62,2024_04,16.997797
pt_63,2024_04,16.997797
pt_64,2024_04,16.997797
pt_65,2024_04,16.997797
pt_66,2024_04,16.997797
pt_67,2024_04,16.997797
pt_68,2024_04,16.997797
pt_69,2024_04,16.997797
pt_70,2024_04,16.997797
pt_71,2024_04,16.997797
pt_72,2024_04,16.997797
pt_1,2024_05,21.851360
pt_2,2024_05,21.851360
pt_3,2024_05,21.851360
pt_4,2024_05,21.851360
pt_5,2024_05,21.851360
pt_6,2024_05,21.851360
pt_7,2024_05,21.851360
pt_8,2024_05,21.851360
pt_9,2024_05,21.851360
pt_10,2024_05,21.851360
pt_11,2024_05,21.851360
pt_12,2024_05,21.851360
pt_13,2024_05,21.851360
pt_14,2024_05,21.851360
pt_15,2024_05,21.851360
pt_16,2024_05,21.851360
pt_17,2024_05,21.851360
pt_18,2024_05,21.851360
pt_19,2024_05,21.851360
pt_20,2024_05,21.851360
pt_21,2024_05,21.851360
pt_22,2024_05,21.851360
pt_23,2024_05,21.851360
pt_24,2024_05,21.851360
pt_25,2024_05,21.851360
pt_26,2024_05,21.851360
pt_27,2024_05,21.851360
pt_28,2024_05,21.851360
pt_29,2024_05,21.851360
