station_id,year_month,NO2_sat
pt_30,2024_05,21.851360
pt_31,2024_05,21.851360
pt_32,2024_05,21.851360
pt_33,2024_05,21.851360
pt_34,2024_05,21.851360
pt_35,2024_05,21.851360
pt_36,2024_05,21.851360
pt_37,2024_05,21.851360
pt_38,2024_05,21.851360
pt_39,2024_05,21.851360
pt_40,2024_05,21.851360
pt_41,2024_05,21.851360
pt_42,2024_05,21.851360
pt_43,2024_05,21.851360
pt_44,2024_05,21.851360
pt_45,2024_05,21.851360
pt_46,2024_05,21.851360
pt_47,2024_05,21.851360
pt_48,2024_05,21.851360
pt_49,2024_05,21.851360
pt_50,2024_05,21.851360
pt_51,2024_05,21.851360
pt_52,2024_05,21.851360
pt_53,2024_05,21.851360
pt_54,2024_05,21.851360
pt_55,2024_05,21.851360
pt_56,2024_05,21.851360
pt_57,2024_05,21.851360
pt_58,2024_05,21.851360
pt_59,2024_05,21.851360
pt_60,2024_05,21.851360
pt_61,2024_05,21.851360
pt_62,2024_05,21.851360
pt_63,2024_05,21.851360
pt_64,2024_05,21.851360
pt_65,2024_05,21.851360
pt_66,2024_05,21.851360
pt_67,2024_05,21.851360
pt_68,2024_05,21.851360
pt_69,2024_05,21.851360
pt_70,2024_05,21.851360
pt_71,2024_05,21.851360
pt_72,2024_05,21.851360
pt_1,2024_06,15.472690
pt_2,2024_06,15.472690
pt_3,2024_06,15.472690
pt_4,2024_06,15.472690
pt_5,2024_06,15.472690
pt_6,2024_06,15.472690
pt_7,2024_06,15.472690
pt_8,2024_06,15.472690
pt_9,2024_06,15.472690
pt_10,2024_06,15.472690
pt_11,2024_06,15.472690
pt_12,2024_06,15.472690
pt_13,2024_06,15.472690
pt_14,2024_06,15.472690
pt_15,2024_06,15.472690
pt_16,2024_06,15.472690
pt_17,2024_06,15.472690
pt_18,2024_06,15.472690
pt_19,2024_06,15.472690
pt_20,2024_06,15.472690
pt_21,2024_06,15.472690
pt_22,2024_06,15.472690
pt_23,2024_06,15.472690
pt_24,2024_06,15.472690
pt_25,2024_06,15.472690
pt_26,2024_06,15.472690
pt_27,2024_06,15.472690
pt_28,2024_06,15.472690
pt_29,2024_06,15.472690
pt_30,2024_06,15.472690
pt_31,2024_06,15.472690
pt_32,2024_06,15.472690
pt_33,2024_06,15.472690
pt_34,2024_06,15.472690
pt_35,2024_06,15.472690
pt_36,2024_06,15.472690
pt_37,2024_06,15.472690
pt_38,2024_06,15.472690
pt_39,2024_06,15.472690
pt_40,2024_06,15.472690
pt_41,2024_06,15.472690
pt_42,2024_06,15.472690
pt_43,2024_06,15.472690
pt_44,2024_06,15.472690
pt_45,2024_06,15.472690
pt_46,2024_06,15.472690
pt_47,2024_06,15.472690
pt_48,2024_06,15.472690
pt_49,2024_06,15.472690
pt_50,2024_06,15.472690
pt_51,2024_06,15.472690
pt_52,2024_06,15.472690
pt_53,2024_06,15.472690
pt_54,2024_06,15.472690
pt_55,2024_06,15.472690
pt_56,2024_06,15.472690
pt_57,2024_06,15.472690
pt_58,2024_06,15.472690
pt_59,2024_06,15.472690
pt_60,2024_06,15.472690
pt_61,2024_06,15.472690
pt_62,2024_06,15.472690
pt_63,2024_06,15.472690
pt_64,2024_06,15.472690
pt_65,2024_06,15.472690
pt_66,2024_06,15.472690
pt_67,2024_06,15.472690
pt_68,2024_06,15.472690
pt_69,2024_06,15.472690
pt_70,2024_06,15.472690
pt_71,2024_06,15.472690
pt_72,2024_06,15.472690
pt_1,2024_07,12.045365
pt_2,2024_07,12.045365
pt_3,2024_07,12.045365
pt_4,2024_07,12.045365
pt_5,2024_07,12.045365
pt_6,2024_07,12.045365
pt_7,2024_07,12.045365
pt_8,2024_07,12.045365
pt_9,2024_07,12.045365
pt_10,2024_07,12.045365
pt_11,2024_07,12.045365
pt_12,2024_07,12.045365
pt_13,2024_07,12.045365
pt_14,2024_07,12.045365
pt_15,2024_07,12.045365
pt_16,2024_07,12.045365
pt_17,2024_07,12.045365
pt_18,2024_07,12.045365
pt_19,2024_07,12.045365
pt_20,2024_07,12.045365
pt_21,2024_07,12.045365
pt_22,2024_07,12.045365
pt_23,2024_07,12.045365
pt_24,2024_07,12.045365
pt_25,2024_07,12.045365
pt_26,2024_07,12.045365
pt_27,2024_07,12.045365
pt_28,2024_07,12.045365
pt_29,2024_07,12.045365
pt_30,2024_07,12.045365
pt_31,2024_07,12.045365
pt_32,2024_07,12.045365
pt_33,2024_07,12.045365
pt_34,2024_07,12.045365
pt_35,2024_07,12.045365
pt_36,2024_07,12.045365
pt_37,2024_07,12.045365
pt_38,2024_07,12.045365
pt_39,2024_07,12.045365
pt_40,2024_07,12.045365
pt_41,2024_07,12.045365
pt_42,2024_07,12.045365
pt_43,2024_07,12.045365
pt_44,2024_07,12.045365
pt_45,2024_07,12.045365
pt_46,2024_07,12.045365
pt_47,2024_07,12.045365
pt_48,2024_07,12.045365
pt_49,2024_07,12.045365
pt_50,2024_07,12.045365
pt_51,2024_07,12.045365
pt_52,2024_07,12.045365
pt_53,2024_07,12.045365
pt_54,2024_07,12.045365
pt_55,2024_07,12.045365
pt_56,2024_07,12.045365
pt_57,2024_07,12.045365
pt_58,2024_07,12.045365
pt_59,2024_07,12.045365
pt_60,2024_07,12.045365
pt_61,2024_07,12.045365
pt_62,2024_07,12.045365
pt_63,2024_07,12.045365
pt_64,2024_07,12.045365
pt_65,2024_07,12.045365
pt_66,2024_07,12.045365
pt_67,2024_07,12.045365
pt_68,2024_07,12.045365
pt_69,2024_07,12.045365
pt_70,2024_07,12.045365
pt_71,2024_07,12.045365
pt_72,2024_07,12.045365
pt_1,2024_08,12.456731
pt_2,2024_08,12.456731
pt_3,2024_08,12.456731
pt_4,2024_08,12.456731
pt_5,2024_08,12.456731
pt_6,2024_08,12.456731
pt_7,2024_08,12.456731
pt_8,2024_08,12.456731
pt_9,2024_08,12.456731
pt_10,2024_08,12.456731
pt_11,2024_08,12.456731
pt_12,2024_08,12.456731
pt_13,2024_08,12.456731
pt_14,2024_08,12.456731
pt_15,2024_08,12.456731
pt_16,2024_08,12.456731
pt_17,2024_08,12.456731
pt_18,2024_08,12.456731
pt_19,2024_08,12.456731
pt_20,2024_08,12.456731
pt_21,2024_08,12.456731
pt_22,2024_08,12.456731
pt_23,2024_08,12.456731
pt_24,2024_08,12.456731
pt_25,2024_08,12.456731
pt_26,2024_08,12.456731
pt_27,2024_08,12.456731
pt_28,2024_08,12.456731
pt_29,2024_08,12.456731
pt_30,2024_08,12.456731
pt_31,2024_08,12.456731
pt_32,2024_08,12.456731
pt_33,2024_08,12.456731
pt_34,2024_08,12.456731
pt_35,2024_08,12.456731
pt_36,2024_08,12.456731
pt_37,2024_08,12.456731
pt_38,2024_08,12.456731
pt_39,2024_08,12.456731
pt_40,2024_08,12.456731
pt_41,2024_08,12.456731
pt_42,2024_08,12.456731
pt_43,2024_08,12.456731
pt_44,2024_08,12.456731
pt_45,2024_08,12.456731
pt_46,2024_08,12.456731
pt_47,2024_08,12.456731
pt_48,2024_08,12.456731
pt_49,2024_08,12.456731
pt_50,2024_08,12.456731
pt_51,2024_08,12.456731
pt_52,2024_08,12.456731
pt_53,2024_08,12.456731
pt_54,2024_08,12.456731
pt_55,2024_08,12.456731
pt_56,2024_08,12.456731
pt_57,2024_08,12.456731
pt_58,2024_08,12.456731
pt_59,2024_08,12.456731
pt_60,2024_08,12.456731
pt_61,2024_08,12.456731
pt_62,2024_08,12.456731
pt_63,2024_08,12.456731
pt_64,2024_08,12.456731
pt_65,2024_08,12.456731
pt_66,2024_08,12.456731
pt_67,2024_08,12.456731
pt_68,2024_08,12.456731
pt_69,2024_08,12.456731
pt_70,2024_08,12.456731
pt_71,2024_08,12.456731
pt_72,2024_08,12.456731
pt_1,2024_09,19.320829
pt_2,2024_09,19.320829
pt_3,2024_09,19.320829
pt_4,2024_09,19.320829
pt_5,2024_09,19.320829
pt_6,2024_09,19.320829
pt_7,2024_09,19.320829
pt_8,2024_09,19.320829
pt_9,2024_09,19.320829
pt_10,2024_09,19.320829
pt_11,2024_09,19.320829
pt_12,2024_09,19.320829
pt_13,2024_09,19.320829
pt_14,2024_09,19.320829
pt_15,2024_09,19.320829
pt_16,2024_09,19.320829
pt_17,2024_09,19.320829
pt_18,2024_09,19.320829
pt_19,2024_09,19.320829
pt_20,2024_09,19.320829
pt_21,2024_09,19.320829
pt_22,2024_09,19.320829
pt_23,2024_09,19.320829
pt_24,2024_09,19.320829
pt_25,2024_09,19.320829
pt_26,2024_09,19.320829
pt_27,2024_09,19.320829
pt_28,2024_09,19.320829
pt_29,2024_09,19.320829
pt_30,2024_09,19.320829
pt_31,2024_09,19.320829
pt_32,2024_09,19.320829
pt_33,2024_09,19.320829
pt_34,2024_09,19.320829
pt_35,2024_09,19.320829
pt_36,2024_09,19.320829
pt_37,2024_09,19.320829
pt_38,2024_09,19.320829
pt_39,2024_09,19.320829
pt_40,2024_09,19.320829
pt_41,2024_09,19.320829
pt_42,2024_09,19.320829
pt_43,2024_09,19.320829
pt_44,2024_09,19.320829
pt_45,2024_09,19.320829
pt_46,2024_09,19.320829
pt_47,2024_09,19.320829
pt_48,2024_09,19.320829
pt_49,2024_09,19.320829
pt_50,2024_09,19.320829
pt_51,2024_09,19.320829
pt_52,2024_09,19.320829
pt_53,2024_09,19.320829
pt_54,2024_09,19.320829
pt_55,2024_09,19.320829
pt_56,2024_09,19.320829
pt_57,2024_09,19.320829
pt_58,2024_09,19.320829
pt_59,2024_09,19.320829
pt_60,2024_09,19.320829
pt_61,2024_09,19.320829
pt_62,2024_09,19.320829
pt_63,2024_09,19.320829
pt_64,2024_09,19.320829
pt_65,2024_09,19.320829
pt_66,2024_09,19.320829
pt_67,2024_09,19.320829
pt_68,2024_09,19.320829
pt_69,2024_09,19.320829
pt_70,2024_09,19.320829
pt_71,2024_09,19.320829
pt_72,2024_09,19.320829
pt_1,2024_10,46.929859
pt_2,2024_10,46.929859
pt_3,2024_10,46.929859
pt_4,2024_10,46.929859
pt_5,2024_10,46.929859
pt_6,2024_10,46.929859
pt_7,2024_10,46.929859
pt_8,2024_10,46.929859
pt_9,2024_10,46.929859
pt_10,2024_10,46.929859
pt_11,2024_10,46.929859
pt_12,2024_10,46.929859
pt_13,2024_10,46.929859
pt_14,2024_10,46.929859
pt_15,2024_10,46.929859
pt_16,2024_10,46.929859
pt_17,2024_10,46.929859
pt_18,2024_10,46.929859
pt_19,2024_10,46.929859
pt_20,2024_10,46.929859
pt_21,2024_10,46.929859
pt_22,2024_10,46.929859
pt_23,2024_10,46.929859
pt_24,2024_10,46.929859
pt_25,2024_10,46.929859
pt_26,2024_10,46.929859
pt_27,2024_10,46.929859
pt_28,2024_10,46.929859
pt_29,2024_10,46.929859
pt_30,2024_10,46.929859
pt_31,2024_10,46.929859
pt_32,2024_10,46.929859
pt_33,2024_10,46.929859
pt_34,2024_10,46.929859
pt_35,2024_10,46.929859
pt_36,2024_10,46.929859
pt_37,2024_10,46.929859
pt_38,2024_10,46.929859
pt_39,2024_10,46.929859
pt_40,2024_10,46.929859
pt_41,2024_10,46.929859
pt_42,2024_10,46.929859
pt_43,2024_10,46.929859
pt_44,2024_10,46.929859
pt_45,2024_10,46.929859
pt_46,2024_10,46.929859
pt_47,2024_10,46.929859
pt_48,2024_10,46.929859
pt_49,2024_10,46.929859
pt_50,2024_10,46.929859
pt_51,2024_10,46.929859
pt_52,2024_10,46.929859
pt_53,2024_10,46.929859
pt_54,2024_10,46.929859
pt_55,2024_10,46.929859
pt_56,2024_10,46.929859
pt_57,2024_10,46.929859
pt_58,2024_10,46.929859
pt_59,2024_10,46.929859
pt_60,2024_10,46.929859
pt_61,2024_10,46.929859
pt_62,2024_10,46.929859
pt_63,2024_10,46.929859
pt_64,2024_10,46.929859
pt_65,2024_10,46.929859
pt_66,2024_10,46.929859
pt_67,2024_10,46.929859
pt_68,2024_10,46.929859
pt_69,2024_10,46.929859
pt_70,2024_10,46.929859
pt_71,2024_10,46.929859
pt_72,2024_10,46.929859
pt_1,2024_11,36.855427
pt_2,2024_11,36.855427
pt_3,2024_11,36.855427
pt_4,2024_11,36.855427
pt_5,2024_11,36.855427
pt_6,2024_11,36.855427
pt_7,2024_11,36.855427
pt_8,2024_11,36.855427
pt_9,2024_11,36.855427
pt_10,2024_11,36.855427
pt_11,2024_11,36.855427
pt_12,2024_11,36.855427
pt_13,2024_11,36.855427
pt_14,2024_11,36.855427
pt_15,2024_11,36.855427
pt_16,2024_11,36.855427
pt_17,2024_11,36.855427
pt_18,2024_11,36.855427
pt_19,2024_11,36.855427
pt_20,2024_11,36.855427
pt_21,2024_11,36.855427
pt_22,2024_11,36.855427
pt_23,2024_11,36.855427
pt_24,2024_11,36.855427
pt_25,2024_11,36.855427
pt_26,2024_11,36.855427
pt_27,2024_11,36.855427
pt_28,2024_11,36.855427
pt_29,2024_11,36.855427
pt_30,2024_11,36.855427
pt_31,2024_11,36.855427
pt_32,2024_11,36.855427
pt_33,2024_11,36.855427
pt_34,2024_11,36.855427
pt_35,2024_11,36.855427
pt_36,2024_11,36.855427
pt_37,2024_11,36.855427
pt_38,2024_11,36.855427
pt_39,2024_11,36.855427
pt_40,2024_11,36.855427
pt_41,2024_11,36.855427
pt_42,2024_11,36.855427
pt_43,2024_11,36.855427
pt_44,2024_11,36.855427
pt_45,2024_11,36.855427
pt_46,2024_11,36.855427
pt_47,2024_11,36.855427
pt_48,2024_11,36.855427
pt_49,2024_11,36.855427
pt_50,2024_11,36.855427
pt_51,2024_11,36.855427
pt_52,2024_11,36.855427
pt_53,2024_11,36.855427
pt_54,2024_11,36.855427
pt_55,2024_11,36.855427
pt_56,2024_11,36.855427
pt_57,2024_11,36.855427
pt_58,2024_11,36.855427
pt_59,2024_11,36.855427
pt_60,2024_11,36.855427
pt_61,2024_11,36.855427
pt_62,2024_11,36.855427
pt_63,2024_11,36.855427
pt_64,2024_11,36.855427
pt_65,2024_11,36.855427
pt_66,2024_11,36.855427
pt_67,2024_11,36.855427
pt_68,2024_11,36.855427
pt_69,2024_11,36.855427
pt_70,2024_11,36.855427
pt_71,2024_11,36.855427
pt_72,2024_11,36.855427
pt_1,2024_12,45.238380
pt_2,2024_12,45.238380
pt_3,2024_12,45.238380
pt_4,2024_12,45.238380
pt_5,2024_12,45.238380
pt_6,2024_12,45.238380
pt_7,2024_12,45.238380
pt_8,2024_12,45.238380
pt_9,2024_12,45.238380
pt_10,2024_12,45.238380
pt_11,2024_12,45.238380
pt_12,2024_12,45.238380
pt_13,2024_12,45.238380
pt_14,2024_12,45.238380
pt_15,2024_12,45.238380
pt_16,2024_12,45.238380
pt_17,2024_12,45.238380
pt_18,2024_12,45.238380
pt_19,2024_12,45.238380
pt_20,2024_12,45.238380
pt_21,2024_12,45.238380
pt_22,2024_12,45.238380
pt_23,2024_12,45.238380
pt_24,2024_12,45.238380
pt_25,2024_12,45.238380
pt_26,2024_12,45.238380
pt_27,2024_12,45.238380
pt_28,2024_12,45.238380
pt_29,2024_12,45.238380
pt_30,2024_12,45.238380
pt_31,2024_12,45.238380
pt_32,2024_12,45.238380
pt_33,2024_12,45.238380
pt_34,2024_12,45.238380
pt_35,2024_12,45.238380
pt_36,2024_12,45.238380
pt_37,2024_12,45.238380
pt_38,2024_12,45.238380
pt_39,2024_12,45.238380
pt_40,2024_12,45.238380
pt_41,2024_12,45.238380
pt_42,2024_12,45.238380
pt_43,2024_12,45.238380
pt_44,2024_12,45.238380
pt_45,2024_12,45.238380
pt_46,2024_12,45.238380
pt_47,2024_12,45.238380
pt_48,2024_12,45.238380
pt_49,2024_12,45.238380
pt_50,2024_12,45.238380
pt_51,2024_12,45.238380
pt_52,2024_12,45.238380
pt_53,2024_12,45.238380
pt_54,2024_12,45.238380
pt_55,2024_12,45.238380
pt_56,2024_12,45.238380
pt_57,2024_12,45.238380
pt_58,2024_12,45.238380
pt_59,2024_12,45.238380
pt_60,2024_12,45.238380
pt_61,2024_12,45.238380
pt_62,2024_12,45.238380
pt_63,2024_12,45.238380
pt_64,2024_12,45.238380
pt_65,2024_12,45.238380
pt_66,2024_12,45.238380
pt_67,2024_12,45.238380
pt_68,2024_12,45.238380
pt_69,2024_12,45.238380
pt_70,2024_12,45.238380
pt_71,2024_12,45.238380
pt_72,2024_12,45.238380
